Timepoints,Liver signal - vol 3 visit 2,AIF
41477.98,406.789,200.955
41480.16,400.286,200.497
41482.34,406.356,205.121
41484.518,406.604,205.163
41486.697,403.831,207.428
41488.878,406.825,202.404
41491.055,405.846,204.808
41493.235,404.608,206.358
41495.413,408.057,203.935
41497.592,407.237,205.578
41499.773,402.661,201.259
41501.95,404.169,204.557
41504.13,408.921,208.793
41506.31,404.647,201.902
41508.488,406.666,204.739
41510.667,400.638,199.583
41512.845,402.635,195.991
41515.025,404.524,205.002
41517.205,403.092,201.385
41519.383,406.923,206.143
41521.562,402.864,200.666
41523.742,405.787,197.35
41525.92,403.08,200.872
41528.1,406.161,206.708
41530.28,405.803,211.088
41532.458,405,202.685
41534.637,404.087,195.7
41536.815,393.78,197.492
41538.995,403.641,201.848
41541.175,397.331,207.773
41543.352,405.068,203.476
41545.533,402.212,201.256
41547.712,404.113,203.453
41549.89,409.573,205.426
41552.07,404.443,192.262
41554.247,405.585,195.866
41556.428,401.874,192.253
41558.607,405.085,203.363
41560.785,402.296,204.969
41562.965,402.596,198.393
41565.145,405.265,206.487
41567.322,403.381,205.964
41569.503,406.071,199.137
41571.682,404.59,204.463
41573.86,406.285,203.801
41576.04,403.036,204.824
41578.217,405.4,206.121
41580.398,402.253,196.81
41582.577,404.309,199.144
41584.755,400.725,200.991
41586.935,404.43,191.801
41589.115,406.491,205.626
41591.292,405.846,198.505
41593.473,407.209,202.341
41595.652,406.307,201.842
41597.83,409.157,202.747
41600.01,404.904,199.927
41602.188,405.417,196.214
41604.367,407.896,208.469
41606.548,405.866,200.292
41608.725,405.797,208.574
41610.905,405.459,208.959
41613.085,405.318,210.303
41615.262,403.177,202.849
41617.443,405.828,207.265
41619.62,410.889,206.608
41621.8,403.257,205.165
41623.98,406.488,197.291
41626.158,398.414,203.055
41628.337,406.586,204.372
41630.518,406.104,196.844
41632.695,397.203,201.05
41634.875,404.959,198.496
41637.055,405.826,205.515
41639.232,403.201,202.219
41641.413,407.047,199.231
41643.59,401.243,207.991
41645.77,401.651,206.898
41647.95,404.587,198.528
41650.128,396.384,204.349
41652.307,402.886,204.442
41654.488,407.463,206.751
41656.665,406.087,190.631
41658.845,407.177,195.329
41661.023,404.214,197.692
41663.202,406.781,196.761
41665.383,404.447,211.329
48458.255,306.57,204.672
48460.432,305.871,181.399
48462.612,305.12,184.077
48464.793,304.713,174.061
48466.97,306.026,183.19
48469.15,304.653,183.253
48471.33,303.079,197.1
48473.508,304.594,207.232
48475.688,301.965,181.96
48477.865,303.61,174.646
48480.045,303.029,184.925
48482.225,305.071,197.276
48484.402,304.375,190.157
48486.582,305.706,214.755
48488.763,302.613,190.715
48490.94,309.079,174.063
48493.12,306.085,193.867
48495.297,308.083,206.231
48497.478,301.068,185.036
48499.658,309.977,175.859
48501.835,302.453,191.075
48504.015,307.495,196.593
48506.195,303.7,168.063
48508.372,309.901,180.331
48510.552,300.871,199.304
48512.733,305.209,185.046
48514.91,304.087,174.871
48517.09,302.415,190.882
48519.267,307.439,198.382
48521.448,300.063,200.25
48523.628,305.273,191.998
48525.805,303.328,171.147
48527.985,302.405,184.767
48530.165,303.645,189.482
48532.342,300.847,194.902
48534.522,301.697,184.056
48536.7,304.196,176.862
48538.88,303.074,180.319
48541.06,302.185,191.95
48543.237,308.329,194.859
48545.418,301.24,191.716
48547.598,306.119,169.113
48549.775,302.517,183.275
48551.955,302.772,197.385
48554.135,304.89,181.639
48556.312,306.434,180.156
48558.492,304.184,194.851
48560.67,307.902,204.481
48562.85,301.653,190.058
48565.03,309.122,187.078
48567.207,304.059,175.541
48569.388,307.217,190.818
48571.568,302.11,191.649
48573.745,309.556,184.717
48575.925,301.768,184.734
48578.105,307.896,189.669
48580.283,302.664,190.446
48582.462,308.405,188.232
48584.64,301.957,203.998
48586.82,313.035,189.441
48589,303.087,181.175
48591.177,308.168,176.151
48593.358,302.801,187.693
48595.538,305.02,199.3
48597.715,302.138,187.203
48599.895,308.732,182.914
48602.073,303.609,176.901
48604.253,307.643,186.879
48606.432,300.195,197.242
48608.61,310.554,199.341
48610.79,300.505,197.026
48612.97,310.714,171.462
48615.147,302.07,188.47
48617.328,306.495,200.48
48619.508,302.58,191.238
48621.685,308.905,177.654
48623.865,302.984,185.109
48626.043,307.346,190.392
48628.223,299.232,205.378
48630.402,302.614,184.474
48632.58,303.021,176.411
48634.76,307.489,186.043
48636.94,299.461,200.406
48639.117,301.696,199.551
48641.297,302.611,198.924
48643.475,303.681,187.363
48645.655,304.456,177.953
48647.835,302.544,184.231
48650.013,304.209,205.789
48652.193,304.264,181.63
48654.372,306.072,172.894
48656.55,303.43,193.529
48658.73,306.285,204.163
48660.91,303.422,189.376
48663.087,307.893,186.741
48665.267,303.481,188.89
48667.445,308.355,183.217
48669.625,303.168,199.686
48671.805,298.045,187.333
48673.983,303.789,188.567
48676.163,304.308,181.394
48678.342,304.329,177.098
48680.52,304.483,187.876
48682.7,303.221,201.489
48684.878,300.668,180.697
48687.057,304.901,178.732
48689.237,299.788,183.003
48691.415,301.547,210.789
48693.595,307.923,178.747
48695.775,302.063,183.931
48697.953,310.333,203.671
48700.133,300.392,186.793
48702.312,300.011,196.354
48704.49,302.451,211.595
48706.67,300.402,188.011
48708.848,303.13,181.374
48711.027,308.637,185.439
48713.207,303.062,177.717
48715.385,308.206,179.758
48717.565,300.809,188.181
48719.745,306.463,193.143
48721.922,303.716,191.046
48724.103,304.238,184.967
48726.28,303.216,181.694
48728.46,304.571,189.627
48730.64,304.853,181.895
48732.818,304.899,179.283
48734.997,304.715,185.782
48737.177,304.457,193.599
48739.355,310.648,185.673
48741.535,303.559,180.814
48743.715,306.644,178.2
48745.892,302.995,184.254
48748.073,308.797,184.488
48750.25,301.672,184.653
48752.43,308.706,197.824
48754.61,303.077,195.843
48756.788,309.667,194.582
48758.967,303.877,186.457
48761.147,309.863,184.183
48763.325,304.05,178.165
48765.505,308.671,179.896
48767.682,302.585,186.973
48769.862,300.565,186.566
48775.85,308.072,213.41
48778.03,304.902,196.246
48780.207,301.126,205.095
48782.388,300.71,195.747
48784.568,302.499,196.902
48786.745,302.485,196.464
48788.925,304.553,195.029
48791.103,300.295,199.909
48793.283,305.401,187.008
48795.462,302.873,190.995
48797.64,304.174,186.65
48799.82,304.371,187.776
48802,302.281,199.361
48804.177,304.704,203.977
48806.358,299.814,207.748
48808.535,307.829,196.044
48810.715,301.32,212.889
48812.895,299.815,199.946
48815.073,302.169,193.964
48817.253,304.772,192.26
48819.432,304.487,184.975
48821.61,304.077,187.597
48823.79,304.567,189.875
48825.97,303.913,194.531
48828.147,304.316,203.764
48830.328,302.377,195.951
48832.505,303.334,190.699
48834.685,302.321,190.031
48836.865,307.504,201.632
48839.043,302.144,197.048
48841.223,303.924,200.895
48843.402,303.869,199.657
48845.58,302.233,198.974
48847.76,303.002,193.251
48849.938,304.019,196.53
48852.117,303.268,213.563
48854.297,302.798,194.296
48856.475,306.5,197.651
48858.655,301.743,194.722
48860.835,305.642,186.793
48863.013,304.846,184.534
48865.193,303.3,186.059
48867.372,303.637,192.381
48869.55,307.166,194.443
48871.73,303.224,190.944
48873.908,306.313,187.204
48876.087,306.733,187.675
48878.267,305.974,178.355
48880.445,303.342,184.359
48882.625,310.225,182.548
48884.805,301.364,187.107
48886.983,306.913,187.571
48889.163,300.174,188.689
48891.34,305.738,207.519
48893.52,301.368,193.053
48895.7,303.673,199.875
48897.878,300.27,202.32
48900.057,305.171,188.712
48902.237,302.429,207.77
48904.415,307.455,199.275
48906.595,301.852,200.893
48908.775,309.698,208.64
48910.953,301.158,197.067
48913.133,310.534,183.562
48915.31,301.93,188.139
48917.49,310.312,189.074
48919.67,302.305,205.885
48921.848,307.933,201.911
48924.027,301.256,208.286
48926.207,303.842,203.974
48928.385,303.94,202.775
48930.565,300.685,208.437
48932.742,308.78,214.437
48934.922,305.421,198.948
48937.103,303.006,208.248
48939.28,307.645,195.628
48941.46,302.139,186.349
48943.64,305.911,191.981
48945.818,305.154,193.207
48947.997,303.305,194.46
48950.177,307.38,197.436
48952.355,303.304,196.013
48954.535,307.065,189.724
48956.712,301.689,200.123
48958.892,306.054,203.629
48961.073,304.419,190.833
48963.25,305.012,195.497
48965.43,303.147,190.321
48967.61,302.981,185.946
48969.788,300.501,192.186
48971.967,302.134,195.839
48974.147,305.882,193.622
48976.325,304.418,202.708
48978.505,304.337,196.083
48980.682,303.807,199.064
48982.862,303.378,198.229
48985.043,302.508,198.648
48987.22,303.667,188.384
48989.4,304.332,187.86
48991.58,304.158,191.434
48993.758,303.886,190.187
48995.938,303.74,187.971
48998.115,304.142,189.231
49000.295,307.27,198.654
49002.475,301.219,205.523
49004.652,306.418,197.46
49006.832,302.373,194.049
49009.013,303.952,199.021
49011.19,303.404,191.667
49013.37,300.481,195.598
49015.55,308.074,176.794
49017.728,301.044,185.38
49019.908,303.109,195.673
49022.085,301.181,202.952
49024.265,302.812,209.051
49026.445,301.445,192.494
49028.622,302.54,186.588
49030.802,307.572,192.302
49032.983,304.055,184.662
49035.16,308.957,179.094
49037.34,304.54,184.852
49039.517,306.405,175.225
49041.698,302.321,185.561
49043.878,303.043,182.802
49046.055,310.722,183.585
49048.235,304.527,191.783
49050.415,307.281,195.977
49052.592,302.967,201.45
49054.772,304.137,198.792
49056.953,304.013,195.153
49059.13,309.665,192.853
49061.31,305.003,187.527
49063.487,304.011,186.363
49065.668,304.305,183.739
49067.848,303.41,193.409
49070.025,300.512,189.289
49072.205,303.124,185.68
49074.385,303.086,187.556
49076.562,304.633,184.47
49078.742,307.968,176.997
49080.92,303.622,183.108
49083.1,307.76,184.287
49085.28,304.067,187.711
49087.457,306.073,189.468
49093.823,307.31,230.053
49096.003,303.154,195.758
49098.182,305.652,190.552
49100.36,308.375,184.854
49102.54,305.275,191.492
49104.717,308.74,198.016
49106.897,303.484,195.823
49109.078,310.083,182.656
49111.255,304.872,179.596
49113.435,306.781,189.197
49115.615,303.792,188.561
49117.793,304.438,208.62
49119.973,307.69,198.279
49122.152,302.832,184.275
49124.33,308.617,173.536
49126.51,303.178,188.272
49128.688,307.849,184.174
49130.867,303.795,198.292
49133.047,305.763,202.163
49135.225,304.516,185.032
49137.405,306.776,184.315
49139.585,305.07,191.93
49141.763,305.074,177.483
49143.943,299.236,183.989
49146.12,303.601,185.705
49148.3,309.235,189.784
49150.48,302.528,185.481
49152.658,306.179,187.487
49154.837,303.351,194.564
49157.017,307.967,188.967
49159.195,303.511,193.082
49161.375,306.433,193.607
49163.555,302.316,182.576
49165.733,305.773,196.538
49167.913,304.25,203.847
49170.09,303.293,197.739
49172.27,305.973,191.541
49174.45,306.071,177.088
49176.628,303.92,186.791
49178.807,303.195,187.606
49180.987,299.683,198.966
49183.165,301.008,204.007
49185.345,305.514,199.977
49187.522,304.658,187.932
49189.703,299.856,195.401
49191.883,301.895,191.107
49194.06,300.233,193.203
49196.24,301.658,196.166
49198.42,308.474,186.283
49200.598,302.331,188.601
49202.777,309.9,181.955
49204.957,302.079,181.842
49207.135,301.415,187.745
49209.315,302.115,191.686
49211.492,298.976,198.138
49213.672,301.996,204.724
49215.853,304.49,199.697
49218.03,306.698,194.568
49220.21,303.221,197.485
49222.39,304.464,191.069
49224.568,301.745,205.024
49226.747,304.078,190.101
49228.927,301.221,201.684
49231.105,303.919,204.536
49233.285,303.106,194.448
49235.462,308.967,183.201
49237.642,302.324,188.084
49239.823,307.008,190.82
49242,303.665,185.704
49244.18,309.678,183.58
49246.36,303.617,185.421
49248.538,306.688,185.613
49250.717,305.729,186.034
49252.895,304.975,179.418
49255.075,300.665,188.089
49257.255,304.298,183.253
49259.432,307.775,183.106
49261.612,302.267,185.668
49263.793,308.837,189.679
49265.97,300.741,194.984
49268.15,306.419,184.282
49270.33,306.139,185.321
49272.508,305.502,183.612
49274.688,300.97,195.734
49276.865,302.108,200.235
49279.045,302.482,199.556
49281.225,301.8,207.303
49283.402,300.694,198.374
49285.582,301.082,201.771
49287.763,302.919,202.04
49289.94,305.552,200.97
49292.12,304.335,195.92
49294.297,303.588,181.571
49296.478,302.268,184.392
49298.658,304.586,185.692
49300.835,306.585,188.528
49303.015,303.514,189.507
49305.195,306.421,187.397
49307.372,302.467,197.696
49309.552,305.167,201.193
49311.733,302.711,190.026
49313.91,306.126,185.335
49316.09,302.607,192.9
49318.267,302.166,195.772
49320.448,309.602,199.428
49322.628,302.845,193.206
49324.805,308.007,191.732
49326.985,303.096,196.817
49329.165,307.933,203.552
49331.342,300.083,204.579
49333.522,309.085,207.407
49335.7,303.569,197.764
49337.88,310.754,197.983
49340.06,302.116,196.801
49342.237,306.462,187.075
49344.418,303.164,187.635
49346.598,306.675,192.715
49348.775,303.734,189.408
49350.955,308.271,187.794
49353.135,304.388,182.858
49355.312,301.758,184.6
49357.492,302.979,192.916
49359.67,300.923,200.788
49361.85,301.878,206.742
49364.03,304.127,204.338
49366.207,302.12,208.538
49368.388,303.005,193.927
49370.568,303.013,185.341
49372.745,302.264,203.167
49374.925,302.186,192.764
49377.103,309.964,189.586
49379.283,302.64,183.039
49381.462,306.805,188.308
49383.64,302.502,194.605
49385.82,307.631,192.625
49388,304.925,179.988
49390.177,309.861,192.617
49392.358,304.341,196.59
49394.538,307.887,207.031
49396.715,303.089,201.903
49398.895,304.605,198.732
49401.073,304.735,198.242
49403.253,307.552,184.392
49405.432,305.356,186.17
49411.785,312.837,216.865
49413.965,300.879,181.511
49416.142,309.818,180.667
49418.323,302.131,180.765
49420.503,309.73,180.263
49422.68,303.954,182.559
49424.86,313.333,187.305
49427.038,305.407,192.56
49429.217,304.885,192.3
49431.397,300.966,191.416
49433.575,309.063,182.734
49435.755,304.593,180.258
49437.935,311.378,184.726
49440.112,305.603,192.078
49442.293,309.125,190.852
49444.47,304.717,196.545
49446.65,310.625,198.533
49448.83,306.089,191.873
49451.008,305.039,194.086
49453.188,304.251,185.478
49455.367,309.309,187.101
49457.545,302.714,181.108
49459.725,306.245,177.264
49461.905,305.245,180.925
49464.082,303.638,201.19
49466.263,308.155,191.041
49468.44,303.775,188.098
49470.62,311.62,188.891
49472.8,303.657,178.316
49474.978,308.822,176.358
49477.158,304.602,182.138
49479.337,303.796,182.339
49481.515,305.101,191.986
49483.695,305.184,196.164
49485.872,303.547,186.06
49488.052,301.247,196.329
49490.233,307.681,183.289
49492.41,303.887,185.166
49494.59,309.291,185.524
49496.77,305.749,182.443
49498.948,309.585,178.332
49501.128,305.703,179.022
49503.307,306.848,181.96
49505.485,302.836,199.952
49507.665,304.788,181.888
49509.842,308.418,186.463
49512.022,302.304,177.467
49514.203,307.152,184.764
49516.38,302.666,194.412
49518.56,304.766,190.821
49520.74,308.723,182.161
49522.918,305.552,184.946
49525.098,305.27,177.88
49527.275,306.353,186.748
49529.455,302.712,197.642
49531.635,301.328,189.902
49533.812,302.926,175.803
49535.992,304.911,184.009
49538.172,302.101,194.558
49540.35,302.723,180.4
49542.53,302.618,176.146
49544.71,302.391,177.239
49546.888,306.9,180.351
49549.068,303.067,194.697
49551.245,301.963,188.033
49553.425,302.136,179.77
49555.605,303.171,186.745
49557.783,301.053,184.678
49559.962,302.107,182.143
49562.142,303.033,188.38
49564.32,305.092,179.324
49566.5,303.351,184.971
49568.677,305.971,198.649
49570.858,301.676,194.036
49573.038,306.431,192.139
49575.215,300.775,179.818
49577.395,306.034,182.351
49579.575,300.17,181.633
49581.753,303.161,186.191
49583.932,303.235,192.582
49586.112,300.067,193.137
49588.29,299.612,189.881
49590.47,298.403,190.04
49592.647,301.844,189.754
49594.828,298.475,189.003
49597.008,300.288,196.892
49599.185,300.924,197.293
49601.365,303.34,182.479
49603.545,304.248,190.691
49605.723,304.337,182.096
49607.902,304.505,188.728
49610.082,306.501,190.099
49612.26,300.284,195.593
49614.44,305.532,183.153
49616.617,301.882,181.996
49618.797,306.906,182.625
49620.978,298.903,182.04
49623.155,304.226,187.614
49625.335,300.488,189.232
49627.515,302.338,200.374
49629.693,307.233,193.049
49631.872,300.682,197.234
49634.05,302.68,184.484
49636.23,301.316,188.49
49638.41,300.069,192.715
49640.587,300.914,183.975
49642.767,302.634,183.908
49644.948,304.319,188.368
49647.125,299.003,190.807
49649.305,304.146,180.579
49651.485,298.549,177.73
49653.663,304.688,182.719
49655.842,299.502,191.249
49658.02,303.497,189.991
49660.2,298.18,180.65
49662.38,302.796,184.269
49664.557,303.824,195.823
49666.737,301.08,197.602
49668.918,306.697,184.117
49671.095,300.696,175.077
49673.275,298.531,184.114
49675.453,303.646,184.665
49677.633,301.348,190.662
49679.812,306.928,190.408
49681.99,302.222,179.778
49684.17,300.166,184.944
49686.35,300.954,191.679
49688.527,303.391,194.762
49690.707,301.892,197.129
49692.888,301.32,191.337
49695.065,301.933,176.523
49697.245,302.31,176.661
49699.422,302.776,178.392
49701.603,305.402,186.032
49703.783,301.973,192.021
49705.96,298.311,179.119
49708.14,300.254,184.076
49710.32,301.1,183.19
49712.497,300.526,181.771
49714.677,306.126,193.388
49716.855,299.741,193.452
49719.035,298.409,192.626
49721.215,301.103,195.174
49723.392,300.658,185.574
50016.013,307.538,222.132
50018.193,304.164,191.475
50020.37,307.896,189.437
50022.55,303.984,203.82
50024.728,307.289,210.769
50026.908,302.457,195.229
50029.087,305.285,188.877
50031.265,305.282,186.052
50033.445,306.298,188.994
50035.625,303.353,190.492
50037.802,309.523,196.152
50039.983,301.797,189.192
50042.16,305.494,191.091
50044.34,303.226,213.067
50046.52,303.009,196.27
50048.698,303.553,203.641
50050.878,300.959,202.329
50053.057,305.783,193.847
50055.235,299.975,190.73
50057.415,306.319,207.671
50059.595,299.788,207.927
50061.772,303.309,194.623
50063.953,304.279,193.022
50066.13,303.39,201.741
50068.31,309.531,195.501
50070.49,302.327,201.508
50072.668,304.973,191.086
50074.848,303.128,209.518
50077.027,309.295,198.764
50079.205,303.945,193.696
50081.385,304.279,194.476
50083.562,306.827,199.343
50085.742,301.073,214.237
50087.922,309.043,185.795
50090.1,301.193,183.919
50092.28,300.007,185.316
50094.46,303.914,179.126
50096.638,304.398,188.277
50098.818,306.168,190.258
50100.997,302.495,202.174
50103.175,308.481,191.972
50105.355,302.008,200.818
50107.533,302.614,192.871
50109.712,303.193,212.433
50111.892,303.718,187.322
50114.07,304.912,181.471
50116.25,302.535,176.233
50118.43,308.885,185.432
50120.608,303.182,190.179
50122.788,301.137,180.047
50124.965,304.092,196.18
50127.145,306.519,199.399
50129.325,308.367,209.253
50131.503,302.762,210.453
50133.682,311.342,203.718
50135.862,301.739,191.711
50138.04,308.865,186.935
50140.22,302.554,192.083
50142.4,303.772,197.597
50144.578,303.4,198.442
50146.758,305.724,189.774
50148.935,309.596,196.173
50151.115,300.838,196.166
50153.295,299.434,192.101
50155.473,303.892,190.231
50157.652,303.715,198.976
50159.832,307.437,205.606
50162.01,303.613,182.124
50164.19,304.23,190.675
50166.367,306.224,183.249
50168.547,306.126,184.384
50170.728,301.449,200.046
50172.905,310.397,189.084
50175.085,303.015,189.648
50177.265,302.895,193.654
50179.443,304.953,191.753
50181.622,302.349,202.991
50183.802,309.194,194.741
50185.98,302.271,186.53
50188.16,304.808,186.919
50190.337,303.622,205.441
50192.517,312.093,198.047
50194.698,303.121,184.689
50196.875,309.973,190.759
50199.055,303.179,186.14
50201.235,309.26,197.016
50203.413,301.848,191.754
50205.592,307.676,195.749
50207.77,303.533,185.364
50209.95,306.15,186.411
50212.13,303.153,196.936
50214.307,304.126,192.036
50216.487,306.87,199.513
50218.668,301.459,210.313
50220.845,307.048,191.714
50223.025,304.524,195.972
50225.205,309.444,200.822
50227.383,302.887,190.005
50229.562,305.722,193.344
50231.74,305.565,186.97
50233.92,303.921,202.624
50236.1,304.362,184.452
50238.277,304.038,194.18
50240.457,302.841,205.013
50242.638,305.202,184.134
50244.815,301.716,186.227
50246.995,304.21,189.395
50249.175,300.129,196.546
50251.353,301.454,202.149
50253.533,304.411,192.252
50255.71,304.488,195.668
50257.89,305.652,194.92
50260.07,303.324,190.181
50262.247,303.91,198.913
50264.427,304.741,186.465
50266.608,306.063,189.053
50268.785,304.904,184.179
50270.965,303.84,181.958
50273.142,304.19,188.518
50275.323,304.619,195.655
50277.503,303.521,196.954
50279.68,300.045,195.912
50281.86,305.059,192.91
50284.04,306.096,197.419
50286.217,304.326,186.382
50288.397,305.142,189.786
50290.578,304.027,192.216
50292.755,308.875,193.578
50294.935,305.39,187.411
50297.112,307.219,200.103
50299.293,305.525,196.626
50301.473,309.509,193.529
50303.65,301.319,203.671
50305.83,306.23,195.717
50308.01,302.789,193.67
50310.188,304.616,190.339
50312.367,305.024,194.769
50314.545,302.349,196.666
50316.725,305.525,185.231
50318.905,309.967,189.966
50321.082,303.411,192.995
50323.263,306.503,192.52
50325.443,307.052,185.808
50327.62,309.59,184.292
50371.953,312.145,226.127
50374.133,303.91,187.412
50376.31,311.716,190.338
50378.49,301.786,191.323
50380.67,306.377,185.168
50382.848,303.789,185.299
50385.027,308.383,192.719
50387.207,304.721,177.411
50389.385,308.667,184.95
50391.565,306.991,182.559
50393.745,306.194,189.075
50395.922,308.083,194.751
50398.103,305.403,186.741
50400.28,305.793,180.146
50402.46,306.121,190.206
50404.64,304.003,178.593
50406.818,305.218,189.402
50408.997,304.76,190.272
50411.177,306.906,192.135
50413.355,309.026,191.358
50415.535,304.668,190.806
50417.712,308.439,179.868
50419.892,303.447,185.098
50422.073,305.039,191.633
50424.25,302.644,186.591
50426.43,306.644,193.306
50428.61,300.925,194.85
50430.788,306.908,190.234
50432.967,301.119,190.354
50435.147,306.51,190.127
50437.325,301.689,187.916
50439.505,310.413,182.262
50441.682,307.01,183.198
50443.862,304.471,187.164
50446.043,307.309,193.023
50448.22,303.107,189.901
50450.4,305.651,196.253
50452.58,304.568,190.223
50454.758,303.142,180.107
50456.938,311.826,187.783
50459.115,302.922,190.51
50461.295,312.136,187.677
50463.475,301.677,181.316
50465.652,310.012,184.787
50467.832,301.961,187.342
50470.013,311.143,186.768
50472.19,308.222,190.799
50474.37,305.133,187.05
50476.55,308.615,192.38
50478.728,300.197,183.568
50480.908,304.495,193.45
50483.085,301.089,179.46
50485.265,304.199,193.621
50487.445,301.895,191.097
50489.622,310.527,192.765
50491.802,303.017,193.865
50493.983,303.669,183.952
50496.16,312.107,190.476
50498.34,305.375,189.26
50500.517,308.297,183.722
50502.698,303.384,188.299
50504.878,311.32,188.704
50507.055,301.891,182.413
50509.235,311.476,187.76
50511.415,304.153,191.453
50513.592,305.516,178.37
50515.772,307.817,185.21
50517.953,305.849,193.978
50520.13,306.05,185.219
50522.31,311.036,190.807
50524.487,301.818,187.724
50526.668,311.418,191.226
50528.848,301.23,180.872
50531.025,311.773,186.457
50533.205,301.815,186.002
50535.385,306.401,188.994
50537.562,300.995,179.439
50539.742,304.369,192.197
50541.922,301.978,195.661
50544.1,302.072,175.359
50546.28,303.1,185.952
50548.457,306.223,191.521
50550.638,303.54,180.201
50552.818,306.105,188.287
50554.995,301.468,185.966
50557.175,305.648,189.499
50559.355,302.645,183.96
50561.533,307.276,188.205
50563.712,301.122,183.934
50565.89,305.611,189.015
50568.07,301.041,182.819
50570.25,307.953,186.902
50572.427,304.203,191.626
50574.608,305.727,181.109
50576.788,314.569,186.546
50578.965,305.054,183.817
50581.145,306.288,192.925
50583.325,303.143,190.795
50585.503,303.676,184.643
50587.682,303.573,188.927
50589.86,305.503,182.987
50592.04,307.661,189.83
50594.22,301.883,185.08
50596.397,314.636,192.064
50598.578,303.761,190.484
50600.758,306.298,191.084
50602.935,307.977,179.344
50605.115,301.947,189.951
50607.293,305.348,191.821
50609.473,305.067,188.062
50611.652,304.255,188.334
50613.83,312.651,192.951
50616.01,303.665,179.89
50618.19,305.56,189.29
50620.367,304.607,187.796
50622.547,301.473,183.939
50624.728,306.863,180.129
50626.905,304.421,186.199
50629.085,305.278,191.54
50631.263,302.245,184.413
50633.443,307.005,191.83
50635.622,305.008,192.744
50637.8,305.997,182.836
50639.98,304.413,183.728
50642.16,305.787,190.564
50644.337,301.313,196.738
50646.517,306.145,173.076
50648.695,303.596,183.518
50650.875,316.027,183.599
50653.055,304.435,193.142
50655.233,308.225,177.249
50657.413,305.955,186.054
50659.592,303.166,177.254
50661.77,304.585,185.835
50663.95,301.869,190.598
50666.13,309.589,190.162
50668.307,304.303,186.329
50670.487,309.517,191.326
50672.665,304.368,189.605
50674.845,309.079,181.492
50677.025,303.367,191.688
50679.203,311.226,187.757
50681.383,301.369,185.527
50683.562,313.186,188.32
50709.03,313.701,231.23
50711.21,312.741,194.758
50713.388,308.672,199.707
50715.568,313.86,196.738
50717.747,306.586,194.93
50719.925,314.587,199.75
50722.105,307.805,192.131
50724.285,309.96,196.185
50726.462,309.279,193.505
50728.642,308.367,199.342
50730.823,315.453,194.52
50733,307.828,194.992
50735.18,316.655,196.422
50737.358,309.934,196.616
50739.538,313.629,191.969
50741.717,309.253,191.293
50743.895,311.189,191.378
50746.075,311.753,189.828
50748.255,308.74,190.269
50750.432,304.106,190.907
50752.612,308.031,196.282
50754.79,313.912,198.089
50756.97,309.122,197.175
50759.15,314.523,194.219
50761.328,307.3,192.476
50763.508,314.963,191.503
50765.688,305.006,191.335
50767.865,306.941,195.379
50770.045,307.403,190.501
50772.225,307.873,201.69
50774.402,308.54,179.942
50776.582,310.271,195.652
50778.76,310.469,192.161
50780.94,312.029,196.955
50783.12,307.278,195.341
50785.297,307.035,194.16
50787.478,311.335,198.934
50789.658,310.933,198.806
50791.835,308.985,190.113
50794.015,305.576,193.333
50796.193,309.71,188.276
50798.372,311.988,188.955
50800.552,307.813,194.239
50802.73,304.584,190.574
50804.91,309.422,183.774
50807.09,310.93,185.131
50809.267,308.205,193.426
50811.448,307.993,186.735
50813.628,309.557,192.862
50815.805,311.91,191.809
50817.985,309.402,199.917
50820.163,315.787,200.958
50822.342,307.138,200.324
50824.522,313.173,194.06
50826.7,310.594,193.295
50828.88,316.99,195.426
50831.06,308.173,190.866
50833.237,313.188,193.362
50835.418,307.815,192.49
50837.595,315.8,196.966
50839.775,309.773,204.191
50841.955,312.984,187.421
50844.133,310.508,194.415
50846.312,314.556,187.325
50848.492,312.146,193.284
50850.67,315.389,198.368
50852.85,307.747,197.449
50855.03,312.183,195.943
50857.207,308.234,189.387
50859.388,310.05,197.852
50861.565,311.334,193.005
50863.745,313.888,194.278
50865.925,308.516,191.66
50868.103,306.707,186.959
50870.283,307.922,193.348
50872.462,311.579,196.272
50874.64,309.535,192.095
50876.82,308.064,190.231
50878.997,308.815,188.17
50881.177,307.6,197.569
50883.358,309.463,190.341
50885.535,307.722,194.307
50887.715,309.466,194.36
50889.895,305.863,196.278
50892.073,310.25,196.442
50894.253,312.563,196.28
50896.432,311.124,195.225
50898.61,311.83,191.183
50900.79,311.568,200.119
50902.967,308.95,194.02
50905.147,312.19,197.309
50907.328,307.63,191.984
50909.505,308.41,195.926
50911.685,307.848,196.906
50913.865,306.851,195.791
50916.043,309.597,190.972
50918.223,311.159,198.038
50920.4,308.124,198.072
50922.58,310.263,185.805
50924.76,311.12,186.845
50926.938,308.289,201.805
50929.117,314.528,199.067
50931.297,307.708,199.162
50933.475,309.766,198.192
50935.655,307.207,195.447
50937.835,312.219,192.995
50940.013,308.741,197.937
50942.193,310.01,196.327
50944.37,310.584,197.35
50946.55,307.952,195.009
50948.73,307.057,190.517
50950.908,305.521,187.231
50953.087,307.77,197.351
50955.267,310.878,194.945
50957.445,306.198,195.398
50959.625,308.14,193.912
50961.802,309.648,200.686
50963.983,307.699,199.155
50966.163,313.972,196.272
50968.34,307.806,190.231
50970.52,312.735,195.848
50972.7,310.366,188.302
50974.878,309.441,192.316
50977.057,309.458,200.738
